Ticker	Fund Name	Issuer	Segment	Analyst Pick	Grade	E	T	F	Ticker	Fund Name	Asset Class	Region	Geography	Category	Focus	Niche	Inverse	Leveraged	ETN	Underlying Index	Selection Criteria	Weighting Scheme	Active per SEC	Ticker	Fund name	Dividend yield	P/E	P/B	Duration		Credit quality	YTM		Ticker	Fund name	Issuer	Expense ratio %	AUM	Spread	Segment	Ticker	Fund Name	Legal Structure	MAX LT Capital Gains Rate	Max ST Capital Gains Rate	Tax Reporting
ARGT	Global X MSCI Argentina ETF	Global X	Equity: Argentina - Total Market		D	62	59	52	ARGT	Global X MSCI Argentina ETF	Equity	Latin America	Argentina	Size and Style	Total Market	Broad-based	No	No	No	MSCI All Argentina 25/50 Index	Market Cap	Market Cap	No	ARGT	Global X MSCI Argentina ETF	0.34%	-148.81	2.67		--	--    	--		ARGT	Global X MSCI Argentina ETF	Global X	0.75%	$91.53M	0.45%	Equity: Argentina - Total Market	ARGT	Global X MSCI Argentina ETF	Open-Ended Fund	20.00	39.60	1099
ARKG	ARK Genomic Revolution Multi-Sector ETF	ARK	Equity: Global Biotech		D	72	44	46	ARKG	ARK Genomic Revolution Multi-Sector ETF	Equity	Global	Global	Sector	Health Care	Biotech	No	No	No	--	Proprietary	Proprietary	Yes	ARKG	ARK Genomic Revolution Multi-Sector ETF	0.00%	-12.54	4.71		--	--    	--		ARKG	ARK Genomic Revolution Multi-Sector ETF	ARK	0.75%	$8.50M	0.49%	Equity: Global Biotech	ARKG	ARK Genomic Revolution Multi-Sector ETF	Open-Ended Fund	20.00	39.60	1099
ARKK	ARK Innovation ETF	ARK	Equity: Global - Total Market		D	72	57	18	ARKK	ARK Innovation ETF	Equity	Global	Global	Size and Style	Total Market	Broad-based	No	No	No	--	Proprietary	Proprietary	Yes	ARKK	ARK Innovation ETF	0.00%	-12.07	3.57		--	--    	--		ARKK	ARK Innovation ETF	ARK	0.75%	$15.34M	0.24%	Equity: Global - Total Market	ARKK	ARK Innovation ETF	Open-Ended Fund	20.00	39.60	1099
ARKQ	ARK Industrial Innovation ETF	ARK	Equity: Global Technology		D	73	53	34	ARKQ	ARK Industrial Innovation ETF	Equity	Global	Global	Sector	Technology	Broad-based	No	No	No	--	Proprietary	Proprietary	Yes	ARKQ	ARK Industrial Innovation ETF	0.00%	-32.19	2.97		--	--    	--		ARKQ	ARK Industrial Innovation ETF	ARK	0.75%	$18.34M	0.19%	Equity: Global Technology	ARKQ	ARK Industrial Innovation ETF	Open-Ended Fund	20.00	39.60	1099
ARKW	ARK Web x.0 ETF	ARK	Equity: Global Internet		C	74	59	34	ARKW	ARK Web x.0 ETF	Equity	Global	Global	Sector	Technology	Internet	No	No	No	--	Proprietary	Proprietary	Yes	ARKW	ARK Web x.0 ETF	--	-44.37	6.60		--	--    	--		ARKW	ARK Web x.0 ETF	ARK	0.75%	$17.48M	0.25%	Equity: Global Internet	ARKW	ARK Web x.0 ETF	Open-Ended Fund	20.00	39.60	1099
ASEA	Global X Southeast Asia ETF	Global X	Equity: Southeast Asia - Total Market		F	65	35	77	ASEA	Global X Southeast Asia ETF	Equity	Asia-Pacific	Southeast Asia	Size and Style	Total Market	Broad-based	No	No	No	FTSE ASEAN 40 Index	Market Cap	Market Cap	No	ASEA	Global X Southeast Asia ETF	2.67%	13.96	1.72		--	--    	--		ASEA	Global X Southeast Asia ETF	Global X	0.65%	$10.70M	0.79%	Equity: Southeast Asia - Total Market	ASEA	Global X Southeast Asia ETF	Open-Ended Fund	20.00	39.60	1099
ASET	FlexShares Real Assets Allocation Index Fund	Northern Trust	Equity: Global - Total Market		C	79	42	56	ASET	FlexShares Real Assets Allocation Index Fund	Equity	Global	Global	Size and Style	Total Market	Broad-based	No	No	No	Northern Trust Real Assets Allocation Index	Fixed	Technical	No	ASET	FlexShares Real Assets Allocation Index Fund	3.23%	19.56	1.59		--	--    	--		ASET	FlexShares Real Assets Allocation Index Fund	Northern Trust	0.57%	$1.30M	0.12%	Equity: Global - Total Market	ASET	FlexShares Real Assets Allocation Index Fund	Open-Ended Fund	20.00	39.60	1099
ASHR	Deutsche X-trackers Harvest CSI 300 China A-Shares ETF	Deutsche Bank	Equity: China - Total Market		C	66	82	67	ASHR	Deutsche X-trackers Harvest CSI 300 China A-Shares ETF	Equity	Asia-Pacific	China	Size and Style	Total Market	Broad-based	No	No	No	CSI 300 Index	Market Cap	Market Cap	No	ASHR	Deutsche X-trackers Harvest CSI 300 China A-Shares ETF	0.71%	13.84	1.64		--	--    	--		ASHR	Deutsche X-trackers Harvest CSI 300 China A-Shares ETF	Deutsche Bank	0.65%	$338.48M	0.04%	Equity: China - Total Market	ASHR	Deutsche X-trackers Harvest CSI 300 China A-Shares ETF	Open-Ended Fund	20.00	39.60	1099
ASHS	Deutsche X-trackers Harvest CSI 500 China-A Shares Small Cap ETF	Deutsche Bank	Equity: China - Small Cap		D	63	55	62	ASHS	Deutsche X-trackers Harvest CSI 500 China-A Shares Small Cap ETF	Equity	Asia-Pacific	China	Size and Style	Small Cap	Broad-based	No	No	No	CSI 500 Index	Market Cap	Market Cap	No	ASHS	Deutsche X-trackers Harvest CSI 500 China-A Shares Small Cap ETF	0.00%	40.60	2.75		--	--    	--		ASHS	Deutsche X-trackers Harvest CSI 500 China-A Shares Small Cap ETF	Deutsche Bank	0.65%	$21.86M	0.19%	Equity: China - Small Cap	ASHS	Deutsche X-trackers Harvest CSI 500 China-A Shares Small Cap ETF	Open-Ended Fund	20.00	39.60	1099
ASHX	Deutsche X-trackers CSI 300 China A-Shares Hedged Equity ETF	Deutsche Bank	Equity: China - Total Market		--	--	--	--	ASHX	Deutsche X-trackers CSI 300 China A-Shares Hedged Equity ETF	Equity	Asia-Pacific	China	Size and Style	Total Market	Broad-based	No	No	No	CSI 300 USD Hedged Index	Market Cap	Market Cap	No	ASHX	Deutsche X-trackers CSI 300 China A-Shares Hedged Equity ETF	19.42%	13.82	1.64		--	--    	--		ASHX	Deutsche X-trackers CSI 300 China A-Shares Hedged Equity ETF	Deutsche Bank	1.10%	$1.91M	0.53%	Equity: China - Total Market	ASHX	Deutsche X-trackers CSI 300 China A-Shares Hedged Equity ETF	Open-Ended Fund	20.00	39.60	1099
ATMP	Barclays ETN+ Select MLP ETN	Barclays Capital	Equity: U.S. MLPs		--	--	--	--	ATMP	Barclays ETN+ Select MLP ETN	Equity	North America	U.S.	Sector	Energy	MLPs	No	No	Yes	Atlantic Trust Select MLP Index	Fundamental	Tiered	No	ATMP	Barclays ETN+ Select MLP ETN	5.47%	--	--		--	--    	--		ATMP	Barclays ETN+ Select MLP ETN	Barclays Capital	0.95%	$463.36M	0.29%	Equity: U.S. MLPs	ATMP	Barclays ETN+ Select MLP ETN	Exchange-Traded Note	20.00	39.60	1099
AUNZ	WisdomTree Australia & New Zealand Debt Fund	WisdomTree	Fixed Income: Australia and New Zealand - Sovereign Intermediate		D	79	29	0	AUNZ	WisdomTree Australia & New Zealand Debt Fund	Fixed Income	Asia-Pacific	Australia and New Zealand	Sovereign	Broad Market	Intermediate	No	No	No	--	Proprietary	Proprietary	Yes	AUNZ	WisdomTree Australia & New Zealand Debt Fund	1.88%	--	--		5.29	AA+	2.35%		AUNZ	WisdomTree Australia & New Zealand Debt Fund	WisdomTree	0.45%	$17.61M	0.61%	Fixed Income: Australia and New Zealand - Sovereign Intermediate	AUNZ	WisdomTree Australia & New Zealand Debt Fund	Open-Ended Fund	20.00	39.60	1099
AUSE	WisdomTree Australia Dividend Fund	WisdomTree	Equity: Australia - High Dividend Yield		C	89	46	46	AUSE	WisdomTree Australia Dividend Fund	Equity	Asia-Pacific	Australia	High Dividend Yield	High Dividend Yield	Broad-based	No	No	No	WisdomTree Australia Dividend Index	Dividends	Dividend	No	AUSE	WisdomTree Australia Dividend Fund	3.18%	28.55	2.02		--	--    	--		AUSE	WisdomTree Australia Dividend Fund	WisdomTree	0.58%	$37.53M	0.45%	Equity: Australia - High Dividend Yield	AUSE	WisdomTree Australia Dividend Fund	Open-Ended Fund	20.00	39.60	1099
AXJL	WisdomTree Asia Pacific ex-Japan Fund	WisdomTree	Equity: Asia-Pacific Ex-Japan - Total Market		C	85	50	95	AXJL	WisdomTree Asia Pacific ex-Japan Fund	Equity	Asia-Pacific	Asia-Pacific Ex-Japan	Size and Style	Total Market	Broad-based	No	No	No	WisdomTree Asia Pacific ex-Japan Index	Dividends	Dividend	No	AXJL	WisdomTree Asia Pacific ex-Japan Fund	3.17%	13.69	1.49		--	--    	--		AXJL	WisdomTree Asia Pacific ex-Japan Fund	WisdomTree	0.48%	$44.75M	0.36%	Equity: Asia-Pacific Ex-Japan - Total Market	AXJL	WisdomTree Asia Pacific ex-Japan Fund	Open-Ended Fund	20.00	39.60	1099
AXJV	iShares Edge MSCI Min Vol Asia ex Japan ETF	BlackRock	Equity: Asia-Pacific Ex-Japan - Total Market		D	71	51	65	AXJV	iShares Edge MSCI Min Vol Asia ex Japan ETF	Equity	Asia-Pacific	Asia-Pacific Ex-Japan	Size and Style	Total Market	Broad-based	No	No	No	MSCI AC Asia ex Japan Minimum Volatility Index	Multi-Factor	Multi-Factor	No	AXJV	iShares Edge MSCI Min Vol Asia ex Japan ETF	58.22%	14.94	1.80		-0.02	--    	0.07%		AXJV	iShares Edge MSCI Min Vol Asia ex Japan ETF	BlackRock	0.35%	$5.98M	0.15%	Equity: Asia-Pacific Ex-Japan - Total Market	AXJV	iShares Edge MSCI Min Vol Asia ex Japan ETF	Open-Ended Fund	20.00	39.60	1099
AYT	iPath GEMS Asia 8 ETN	Barclays Capital	Currency: Basket - Emerging Markets		C	78	73	36	AYT	iPath GEMS Asia 8 ETN	Currency	Emerging Markets	Emerging Markets	Basket - Emerging Markets	Emerging Markets	Derivative	No	No	Yes	Barclays Global Emerging Markets Strategy (GEMS) Asia 8 Index	Fixed	Equal	No	AYT	iPath GEMS Asia 8 ETN	2.41%	--	--		0.00	--    	3.41%		AYT	iPath GEMS Asia 8 ETN	Barclays Capital	0.89%	$1.23M	0.95%	Currency: Basket - Emerging Markets	AYT	iPath GEMS Asia 8 ETN	Exchange-Traded Note	39.60	39.60	1099
BAB	PowerShares Build America Bond Portfolio	Invesco PowerShares	Fixed Income: U.S. - Municipals Build America Bonds		B	86	71	61	BAB	PowerShares Build America Bond Portfolio	Fixed Income	North America	U.S.	Municipals	Build America Bonds	Broad Maturities	No	No	No	BofA Merrill Lynch Build America Bond Index	Market Value	Market Value	No	BAB	PowerShares Build America Bond Portfolio	4.18%	--	--		9.25	BBB+	4.16%		BAB	PowerShares Build America Bond Portfolio	Invesco PowerShares	0.28%	$996.00M	0.13%	Fixed Income: U.S. - Municipals Build America Bonds	BAB	PowerShares Build America Bond Portfolio	Open-Ended Fund	20.00	39.60	1099
BAL	iPath Bloomberg Cotton Subindex Total Return ETN	Barclays Capital	Commodities: Agriculture Cotton		C	72	75	96	BAL	iPath Bloomberg Cotton Subindex Total Return ETN	Commodities	Global	Global	Agriculture	Cotton	Variable	No	No	Yes	Bloomberg Cotton Subindex Total Return	Single Asset	Single Asset	No	BAL	iPath Bloomberg Cotton Subindex Total Return ETN	0.00%	--	--		--	--    	--		BAL	iPath Bloomberg Cotton Subindex Total Return ETN	Barclays Capital	0.75%	$13.32M	0.16%	Commodities: Agriculture Cotton	BAL	iPath Bloomberg Cotton Subindex Total Return ETN	Exchange-Traded Note	20.00	39.60	1099
BBC	BioShares Biotechnology Clinical Trials Fund	Virtus	Equity: U.S. Biotech		--	--	--	--	BBC	BioShares Biotechnology Clinical Trials Fund	Equity	North America	U.S.	Sector	Health Care	Biotech	No	No	No	LifeSci Biotechnology Clinical Trials Index	Proprietary	Equal	No	BBC	BioShares Biotechnology Clinical Trials Fund	0.00%	-5.04	4.08		--	--    	--		BBC	BioShares Biotechnology Clinical Trials Fund	Virtus	0.85%	$20.19M	0.53%	Equity: U.S. Biotech	BBC	BioShares Biotechnology Clinical Trials Fund	Open-Ended Fund	20.00	39.60	1099
BBH	VanEck Vectors Biotech ETF	Van Eck	Equity: Global Biotech		A	94	96	79	BBH	VanEck Vectors Biotech ETF	Equity	Global	Global	Sector	Health Care	Biotech	No	No	No	MVIS US Listed Biotech 25 Index	Market Cap	Market Cap	No	BBH	VanEck Vectors Biotech ETF	0.29%	22.15	4.17		--	--    	--		BBH	VanEck Vectors Biotech ETF	Van Eck	0.35%	$655.83M	0.08%	Equity: Global Biotech	BBH	VanEck Vectors Biotech ETF	Open-Ended Fund	20.00	39.60	1099
BBP	BioShares Biotechnology Products Fund	Virtus	Equity: U.S. Biotech		--	--	--	--	BBP	BioShares Biotechnology Products Fund	Equity	North America	U.S.	Sector	Health Care	Biotech	No	No	No	LifeSci Biotechnology Products Index	Proprietary	Equal	No	BBP	BioShares Biotechnology Products Fund	0.00%	-31.80	5.86		--	--    	--		BBP	BioShares Biotechnology Products Fund	Virtus	0.86%	$34.50M	0.29%	Equity: U.S. Biotech	BBP	BioShares Biotechnology Products Fund	Open-Ended Fund	20.00	39.60	1099
BBRC	Columbia Beyond BRICs ETF	Columbia	Equity: Emerging Markets - Total Market		F	69	27	48	BBRC	Columbia Beyond BRICs ETF	Equity	Emerging Markets	Emerging Markets	Size and Style	Total Market	Broad-based	No	No	No	FTSE Beyond BRICs Index	Multi-Factor	Tiered	No	BBRC	Columbia Beyond BRICs ETF	2.62%	13.29	2.00		--	--    	--		BBRC	Columbia Beyond BRICs ETF	Columbia	0.58%	$67.92M	0.98%	Equity: Emerging Markets - Total Market	BBRC	Columbia Beyond BRICs ETF	Open-Ended Fund	20.00	39.60	1099
BCM	iPath Pure Beta Broad Commodity ETN	Barclays Capital	Commodities: Broad Market		C	82	64	24	BCM	iPath Pure Beta Broad Commodity ETN	Commodities	Global	Global	Broad Market	Broad Market	Optimized	No	No	Yes	Barclays Commodity Index Pure Beta TR	Liquidity	Liquidity	No	BCM	iPath Pure Beta Broad Commodity ETN	0.00%	--	--		--	--    	--		BCM	iPath Pure Beta Broad Commodity ETN	Barclays Capital	0.70%	$46.71M	0.27%	Commodities: Broad Market	BCM	iPath Pure Beta Broad Commodity ETN	Exchange-Traded Note	20.00	39.60	1099
BDCL	ETRACS 2xLeveraged Long Wells Fargo Business Development Company Index ETN	UBS	Leveraged Equity: U.S. Private Equity		--	--	--	--	BDCL	ETRACS 2xLeveraged Long Wells Fargo Business Development Company Index ETN	Equity	North America	U.S.	Sector	Financials	Private Equity	No	Yes	Yes	Wells Fargo Business Development Company Index	Market Cap	Market Cap	No	BDCL	ETRACS 2xLeveraged Long Wells Fargo Business Development Company Index ETN	10.71%	--	--		--	--    	--		BDCL	ETRACS 2xLeveraged Long Wells Fargo Business Development Company Index ETN	UBS	0.85%	$277.07M	0.29%	Leveraged Equity: U.S. Private Equity	BDCL	ETRACS 2xLeveraged Long Wells Fargo Business Development Company Index ETN	Exchange-Traded Note	20.00	39.60	1099
BDCS	ETRACS Linked to the Wells Fargo Business Development Company Index ETN	UBS	Equity: Global Private Equity		--	--	--	--	BDCS	ETRACS Linked to the Wells Fargo Business Development Company Index ETN	Equity	Global	Global	Sector	Financials	Private Equity	No	No	Yes	Wells Fargo Business Development Company Index	Market Cap	Market Cap	No	BDCS	ETRACS Linked to the Wells Fargo Business Development Company Index ETN	5.92%	--	--		--	--    	--		BDCS	ETRACS Linked to the Wells Fargo Business Development Company Index ETN	UBS	0.85%	$82.52M	0.65%	Equity: Global Private Equity	BDCS	ETRACS Linked to the Wells Fargo Business Development Company Index ETN	Exchange-Traded Note	20.00	39.60	1099
BDCZ	ETRACS Linked to Wells Fargo Business Development Co Index ETN Series B	UBS	Equity: Global Private Equity		--	--	--	--	BDCZ	ETRACS Linked to Wells Fargo Business Development Co Index ETN Series B	Equity	Global	Global	Sector	Financials	Private Equity	No	No	Yes	Wells Fargo Business Development Company Index	Market Cap	Market Cap	No	BDCZ	ETRACS Linked to Wells Fargo Business Development Co Index ETN Series B	5.92%	--	--		--	--    	--		BDCZ	ETRACS Linked to Wells Fargo Business Development Co Index ETN Series B	UBS	0.85%	$34.48M	0.95%	Equity: Global Private Equity	BDCZ	ETRACS Linked to Wells Fargo Business Development Co Index ETN Series B	Exchange-Traded Note	20.00	39.60	1099
BDD	DB Base Metals Double Long ETN	Deutsche Bank	Leveraged Commodities: Industrial Metals		--	--	--	--	BDD	DB Base Metals Double Long ETN	Commodities	Global	Global	Industrial Metals	Broad Market	Optimized	No	Yes	Yes	Deutsche Bank Liquid Commodity Index - Optimum Yield Industrial Metals	Fixed	Fixed	No	BDD	DB Base Metals Double Long ETN	0.00%	--	--		--	--    	--		BDD	DB Base Metals Double Long ETN	Deutsche Bank	0.75%	$4.13M	9.89%	Leveraged Commodities: Industrial Metals	BDD	DB Base Metals Double Long ETN	Exchange-Traded Note	20.00	39.60	1099
BEMO	Aptus Behavioral Momentum ETF	Aptus Capital Advisors	Asset Allocation: Target Outcome		--	--	--	--	BEMO	Aptus Behavioral Momentum ETF	Asset Allocation	North America	U.S.	Asset Allocation	Target Outcome	Capital Appreciation	No	No	No	Aptus Behavioral Momentum Index	Momentum	Momentum	No	BEMO	Aptus Behavioral Momentum ETF	--	--	--		--	--    	--		BEMO	Aptus Behavioral Momentum ETF	Aptus Capital Advisors	0.79%	$26.03M	0.22%	Asset Allocation: Target Outcome	BEMO	Aptus Behavioral Momentum ETF	Open-Ended Fund	20.00	39.60	1099
BFIT	Global X Health & Wellness Thematic ETF	Global X	Equity: Developed Markets - Total Market		--	--	--	--	BFIT	Global X Health & Wellness Thematic ETF	Equity	Developed Markets	Developed Markets	Size and Style	Total Market	Broad-based	No	No	No	Indxx Global Health & Wellness Thematic Index	Proprietary	Market Cap	No	BFIT	Global X Health & Wellness Thematic ETF	--	21.03	3.25		--	--    	--		BFIT	Global X Health & Wellness Thematic ETF	Global X	0.68%	$1.48M	0.86%	Equity: Developed Markets - Total Market	BFIT	Global X Health & Wellness Thematic ETF	Open-Ended Fund	20.00	39.60	1099
BFOR	ALPS Barron's 400 ETF	ALPS	Equity: U.S. - Total Market		B	83	77	62	BFOR	ALPS Barron's 400 ETF	Equity	North America	U.S.	Size and Style	Total Market	Broad-based	No	No	No	Barron's 400 Index	Fundamental	Equal	No	BFOR	ALPS Barron's 400 ETF	0.77%	18.51	3.07		--	--    	--		BFOR	ALPS Barron's 400 ETF	ALPS	0.65%	$187.86M	0.22%	Equity: U.S. - Total Market	BFOR	ALPS Barron's 400 ETF	Open-Ended Fund	20.00	39.60	1099
BIB	ProShares Ultra NASDAQ Biotechnology	ProShares	Leveraged Equity: U.S. Biotech		--	--	--	--	BIB	ProShares Ultra NASDAQ Biotechnology	Equity	North America	U.S.	Sector	Health Care	Biotech	No	Yes	No	NASDAQ Biotechnology Index	NASDAQ - Listed	Market Cap	No	BIB	ProShares Ultra NASDAQ Biotechnology	0.00%	--	--		--	--    	--		BIB	ProShares Ultra NASDAQ Biotechnology	ProShares	0.95%	$443.41M	0.16%	Leveraged Equity: U.S. Biotech	BIB	ProShares Ultra NASDAQ Biotechnology	Open-Ended Fund	20.00	39.60	1099
BICK	First Trust BICK Index Fund	First Trust	Equity: Emerging Markets - Total Market		D	71	28	54	BICK	First Trust BICK Index Fund	Equity	Emerging Markets	Emerging Markets	Size and Style	Total Market	Broad-based	No	No	No	ISE BICK Index	Market Cap	Equal	No	BICK	First Trust BICK Index Fund	1.27%	39.13	1.38		--	--    	--		BICK	First Trust BICK Index Fund	First Trust	0.64%	$7.98M	1.52%	Equity: Emerging Markets - Total Market	BICK	First Trust BICK Index Fund	Open-Ended Fund	20.00	39.60	1099
BIGD	PureFunds ISE Big Data ETF	ETF Managers Group	Equity: Global Technology		--	--	--	--	BIGD	PureFunds ISE Big Data ETF	Equity	Global	Global	Sector	Technology	Broad-based	No	No	No	ISE Big Data Index	Market Cap	Tiered	No	BIGD	PureFunds ISE Big Data ETF	0.00%	138.81	4.05		--	--    	--		BIGD	PureFunds ISE Big Data ETF	ETF Managers Group	0.75%	$2.38M	0.74%	Equity: Global Technology	BIGD	PureFunds ISE Big Data ETF	Open-Ended Fund	20.00	39.60	1099
BIL	SPDR Bloomberg Barclays 1-3 Month T-Bill ETF	State Street Global Advisors	Fixed Income: U.S. Government Treasury Cash Equivalents		A	96	100	62	BIL	SPDR Bloomberg Barclays 1-3 Month T-Bill ETF	Fixed Income	North America	U.S.	U.S. Government	Treasury	Ultra-Short Term	No	No	No	Bloomberg Barclays 1-3 Month U.S. Treasury Bill Index	Market Value	Market Value	No	BIL	SPDR Bloomberg Barclays 1-3 Month T-Bill ETF	0.07%	--	--		0.17	AAA	0.24%		BIL	SPDR Bloomberg Barclays 1-3 Month T-Bill ETF	State Street Global Advisors	0.14%	$1.72B	0.02%	Fixed Income: U.S. Government Treasury Cash Equivalents	BIL	SPDR Bloomberg Barclays 1-3 Month T-Bill ETF	Open-Ended Fund	20.00	39.60	1099
BIS	ProShares UltraShort Nasdaq Biotechnology	ProShares	Inverse Equity: U.S. Biotech		--	--	--	--	BIS	ProShares UltraShort Nasdaq Biotechnology	Equity	North America	U.S.	Sector	Health Care	Biotech	Yes	No	No	NASDAQ Biotechnology Index	NASDAQ - Listed	Market Cap	No	BIS	ProShares UltraShort Nasdaq Biotechnology	0.00%	--	--		--	--    	--		BIS	ProShares UltraShort Nasdaq Biotechnology	ProShares	0.95%	$53.37M	0.21%	Inverse Equity: U.S. Biotech	BIS	ProShares UltraShort Nasdaq Biotechnology	Open-Ended Fund	20.00	39.60	1099
BIV	Vanguard Intermediate Term Bond Index Fund	Vanguard	Fixed Income: U.S. - Government/Credit Investment Grade Intermediate		B	89	83	53	BIV	Vanguard Intermediate Term Bond Index Fund	Fixed Income	North America	U.S.	Government/Credit	Investment Grade	Intermediate	No	No	No	Bloomberg Barclays U.S. 5-10 Year Government/Credit Float Adjusted Index	Market Value	Market Value	No	BIV	Vanguard Intermediate Term Bond Index Fund	3.00%	--	--		6.35	A	2.21%		BIV	Vanguard Intermediate Term Bond Index Fund	Vanguard	0.09%	$11.65B	0.05%	Fixed Income: U.S. - Government/Credit Investment Grade Intermediate	BIV	Vanguard Intermediate Term Bond Index Fund	Open-Ended Fund	20.00	39.60	1099
BIZD	VanEck Vectors BDC Income ETF	Van Eck	Equity: U.S. Private Equity		D	56	77	99	BIZD	VanEck Vectors BDC Income ETF	Equity	North America	U.S.	Sector	Financials	Private Equity	No	No	No	MVIS US Business Development Companies Index	Market Cap	Market Cap	No	BIZD	VanEck Vectors BDC Income ETF	8.34%	23.63	0.98		--	--    	--		BIZD	VanEck Vectors BDC Income ETF	Van Eck	9.20%	$139.95M	0.26%	Equity: U.S. Private Equity	BIZD	VanEck Vectors BDC Income ETF	Open-Ended Fund	20.00	39.60	1099
BJK	VanEck Vectors Gaming ETF	Van Eck	Equity: Global Casinos / Gaming		D	66	53	85	BJK	VanEck Vectors Gaming ETF	Equity	Global	Global	Sector	Consumer Cyclicals	Casinos / Gaming	No	No	No	MVIS Global Gaming Index	Market Cap	Market Cap	No	BJK	VanEck Vectors Gaming ETF	3.06%	27.59	2.73		--	--    	--		BJK	VanEck Vectors Gaming ETF	Van Eck	0.66%	$19.28M	0.68%	Equity: Global Casinos / Gaming	BJK	VanEck Vectors Gaming ETF	Open-Ended Fund	20.00	39.60	1099
BKF	iShares MSCI BRIC ETF	BlackRock	Equity: Emerging Markets - Total Market		B	85	70	76	BKF	iShares MSCI BRIC ETF	Equity	Emerging Markets	Emerging Markets	Size and Style	Total Market	Broad-based	No	No	No	MSCI BRIC Index	Market Cap	Market Cap	No	BKF	iShares MSCI BRIC ETF	1.73%	15.34	1.56		--	--    	--		BKF	iShares MSCI BRIC ETF	BlackRock	0.72%	$157.12M	0.24%	Equity: Emerging Markets - Total Market	BKF	iShares MSCI BRIC ETF	Open-Ended Fund	20.00	39.60	1099
BKLN	PowerShares Senior Loan Portfolio	Invesco PowerShares	Fixed Income: U.S. - Corporate High Yield Floating Rate		C	72	79	0	BKLN	PowerShares Senior Loan Portfolio	Fixed Income	North America	U.S.	Corporate	High Yield	Floating Rate	No	No	No	S&P/LSTA U.S. Leveraged Loan 100 Index	Market Value	Market Value	No	BKLN	PowerShares Senior Loan Portfolio	4.53%	--	--		--	B-	--		BKLN	PowerShares Senior Loan Portfolio	Invesco PowerShares	0.65%	$8.26B	0.04%	Fixed Income: U.S. - Corporate High Yield Floating Rate	BKLN	PowerShares Senior Loan Portfolio	Open-Ended Fund	20.00	39.60	1099
